SEQ_CID_10_CAPITULO,DSC_CAPITULO,COD_CID_10,DSC_CID_10
21,FATORES QUE INFLUENCIAM O ESTADO DE SAUDE E O CONTATO COM OS SERVICOS DE SAUDE (Z00-Z99),Z222,PORTADOR DE DIFTERIA
21,FATORES QUE INFLUENCIAM O ESTADO DE SAUDE E O CONTATO COM OS SERVICOS DE SAUDE (Z00-Z99),Z223,PORTADOR DE OUTRAS DOENCAS BACTERIANAS ESPECIFICADAS
21,FATORES QUE INFLUENCIAM O ESTADO DE SAUDE E O CONTATO COM OS SERVICOS DE SAUDE (Z00-Z99),Z224,PORTADOR DE INFECCOES COM MODO DE TRANSMISSAO PREDOMINANTEMENTE SEXUAL
21,FATORES QUE INFLUENCIAM O ESTADO DE SAUDE E O CONTATO COM OS SERVICOS DE SAUDE (Z00-Z99),Z225,PORTADOR DE HEPATITE VIRAL
21,FATORES QUE INFLUENCIAM O ESTADO DE SAUDE E O CONTATO COM OS SERVICOS DE SAUDE (Z00-Z99),Z226,PORTADOR DE INFECCAO PELO VIRUS T-LINFOTROPICO TIPO 1 [HTLV-1]
21,FATORES QUE INFLUENCIAM O ESTADO DE SAUDE E O CONTATO COM OS SERVICOS DE SAUDE (Z00-Z99),Z228,PORTADOR DE OUTRAS DOENCAS INFECCIOSAS
21,FATORES QUE INFLUENCIAM O ESTADO DE SAUDE E O CONTATO COM OS SERVICOS DE SAUDE (Z00-Z99),Z229,PORTADOR DE DOENCA INFECCIOSA NE
21,FATORES QUE INFLUENCIAM O ESTADO DE SAUDE E O CONTATO COM OS SERVICOS DE SAUDE (Z00-Z99),Z23,NECES. DE IMUNIZACAO CONTRA UMA UNICA DOENCA BACTERIANA
21,FATORES QUE INFLUENCIAM O ESTADO DE SAUDE E O CONTATO COM OS SERVICOS DE SAUDE (Z00-Z99),Z230,NECESSIDADE DE IMUNIZACAO SOMENTE CONTRA COLERA
21,FATORES QUE INFLUENCIAM O ESTADO DE SAUDE E O CONTATO COM OS SERVICOS DE SAUDE (Z00-Z99),Z231,NECESSIDADE DE IMUNIZACAO SOMENTE CONTRA FEBRE TIFOIDE E PARATIFOIDE [TAB]
21,FATORES QUE INFLUENCIAM O ESTADO DE SAUDE E O CONTATO COM OS SERVICOS DE SAUDE (Z00-Z99),Z232,NECESSIDADE DE IMUNIZACAO CONTRA TUBERCULOSE [BCG]
21,FATORES QUE INFLUENCIAM O ESTADO DE SAUDE E O CONTATO COM OS SERVICOS DE SAUDE (Z00-Z99),Z233,NECESSIDADE DE IMUNIZACAO CONTRA A PESTE
21,FATORES QUE INFLUENCIAM O ESTADO DE SAUDE E O CONTATO COM OS SERVICOS DE SAUDE (Z00-Z99),Z234,NECESSIDADE DE IMUNIZACAO CONTRA A TULAREMIA
21,FATORES QUE INFLUENCIAM O ESTADO DE SAUDE E O CONTATO COM OS SERVICOS DE SAUDE (Z00-Z99),Z235,NECESSIDADE DE IMUNIZACAO SOMENTE CONTRA O TETANO
21,FATORES QUE INFLUENCIAM O ESTADO DE SAUDE E O CONTATO COM OS SERVICOS DE SAUDE (Z00-Z99),Z236,NECESSIDADE DE IMUNIZACAO SOMENTE CONTRA A DIFTERIA
21,FATORES QUE INFLUENCIAM O ESTADO DE SAUDE E O CONTATO COM OS SERVICOS DE SAUDE (Z00-Z99),Z237,NECESSIDADE DE IMUNIZACAO SOMENTE CONTRA A COQUELUCHE
21,FATORES QUE INFLUENCIAM O ESTADO DE SAUDE E O CONTATO COM OS SERVICOS DE SAUDE (Z00-Z99),Z238,VACINACAO CONTRA OUTRAS DOENCAS BACTERIANAS UNICAS
21,FATORES QUE INFLUENCIAM O ESTADO DE SAUDE E O CONTATO COM OS SERVICOS DE SAUDE (Z00-Z99),Z24,NECES. DE IMUNIZACAO CONTRA ALGUMAS DOENCAS VIRAIS UNICAS
21,FATORES QUE INFLUENCIAM O ESTADO DE SAUDE E O CONTATO COM OS SERVICOS DE SAUDE (Z00-Z99),Z240,NECESSIDADE DE IMUNIZACAO CONTRA A POLIOMIELITE
21,FATORES QUE INFLUENCIAM O ESTADO DE SAUDE E O CONTATO COM OS SERVICOS DE SAUDE (Z00-Z99),Z241,NECESSIDADE DE IMUNIZACAO CONTRA A ENCEFALITE VIRAL TRANSMITIDA POR ARTROPODES
21,FATORES QUE INFLUENCIAM O ESTADO DE SAUDE E O CONTATO COM OS SERVICOS DE SAUDE (Z00-Z99),Z242,NECESSIDADE DE IMUNIZACAO CONTRA A RAIVA
21,FATORES QUE INFLUENCIAM O ESTADO DE SAUDE E O CONTATO COM OS SERVICOS DE SAUDE (Z00-Z99),Z243,NECESSIDADE DE IMUNIZACAO CONTRA A FEBRE AMARELA
21,FATORES QUE INFLUENCIAM O ESTADO DE SAUDE E O CONTATO COM OS SERVICOS DE SAUDE (Z00-Z99),Z244,NECESSIDADE DE IMUNIZACAO SOMENTE CONTRA O SARAMPO
21,FATORES QUE INFLUENCIAM O ESTADO DE SAUDE E O CONTATO COM OS SERVICOS DE SAUDE (Z00-Z99),Z245,NECESSIDADE DE IMUNIZACAO SOMENTE CONTRA A RUBEOLA
21,FATORES QUE INFLUENCIAM O ESTADO DE SAUDE E O CONTATO COM OS SERVICOS DE SAUDE (Z00-Z99),Z246,NECESSIDADE DE IMUNIZACAO SOMENTE CONTRA A HEPATITE VIRAL
21,FATORES QUE INFLUENCIAM O ESTADO DE SAUDE E O CONTATO COM OS SERVICOS DE SAUDE (Z00-Z99),Z25,NECES. DE IMUNIZACAO CONTRA OUTRAS DOENCAS VIRAIS UNICAS
21,FATORES QUE INFLUENCIAM O ESTADO DE SAUDE E O CONTATO COM OS SERVICOS DE SAUDE (Z00-Z99),Z250,NECESSIDADE DE IMUNIZACAO SOMENTE CONTRA A CAXUMBA [PAROTIDITE EPID#MICA]
21,FATORES QUE INFLUENCIAM O ESTADO DE SAUDE E O CONTATO COM OS SERVICOS DE SAUDE (Z00-Z99),Z251,NECESSIDADE DE IMUNIZACAO SOMENTE CONTRA A INFLUENZA [GRIPE]
21,FATORES QUE INFLUENCIAM O ESTADO DE SAUDE E O CONTATO COM OS SERVICOS DE SAUDE (Z00-Z99),Z258,NECESSIDADE DE IMUNIZACAO CONTRA OUTRAS DOENCAS VIRAIS UNICAS ESPECIFICADAS
21,FATORES QUE INFLUENCIAM O ESTADO DE SAUDE E O CONTATO COM OS SERVICOS DE SAUDE (Z00-Z99),Z26,NECES. DE IMUNIZACAO CONTRA OUTRAS DOENCAS INFECCIOSAS UNICAS
21,FATORES QUE INFLUENCIAM O ESTADO DE SAUDE E O CONTATO COM OS SERVICOS DE SAUDE (Z00-Z99),Z260,NECESSIDADE DE IMUNIZACAO CONTRA A LEISHMANIOSE
21,FATORES QUE INFLUENCIAM O ESTADO DE SAUDE E O CONTATO COM OS SERVICOS DE SAUDE (Z00-Z99),Z268,NECESSIDADE DE IMUNIZACAO CONTRA OUTRAS DOENCAS INFECCIOSAS ESPECIFICADAS UNICAS
21,FATORES QUE INFLUENCIAM O ESTADO DE SAUDE E O CONTATO COM OS SERVICOS DE SAUDE (Z00-Z99),Z269,NECESSIDADE DE IMUNIZACAO CONTRA DOENCA INFECCIOSA NE
21,FATORES QUE INFLUENCIAM O ESTADO DE SAUDE E O CONTATO COM OS SERVICOS DE SAUDE (Z00-Z99),Z27,NECES. DE IMUNIZACAO ASSOCIADA CONTRA COMBINACOES DE DOENCAS INFECCIOSAS
21,FATORES QUE INFLUENCIAM O ESTADO DE SAUDE E O CONTATO COM OS SERVICOS DE SAUDE (Z00-Z99),Z270,NECESSIDADE DE IMUNIZACAO CONTRA A COLERA E AS FEBRES TIFOIDE E PARATIFOIDES [CO
21,FATORES QUE INFLUENCIAM O ESTADO DE SAUDE E O CONTATO COM OS SERVICOS DE SAUDE (Z00-Z99),Z271,"NECESSIDADE DE IMUNIZACAO ASSOCIADA CONTRA A DIFTERIA-PERTUSSIS-TETANO, COMBINAD"
21,FATORES QUE INFLUENCIAM O ESTADO DE SAUDE E O CONTATO COM OS SERVICOS DE SAUDE (Z00-Z99),Z272,NECESSIDADE DE IMUNIZACAO CONTRA A DIFTERIA-PERTUSSIS-TETANO COM FEBRES TIFOIDE
21,FATORES QUE INFLUENCIAM O ESTADO DE SAUDE E O CONTATO COM OS SERVICOS DE SAUDE (Z00-Z99),Z273,NECESSIDADE DE IMUNIZACAO CONTRA A DIFTERIA-PERTUSSIS-TETANO COM POLIOMIELITE [D
21,FATORES QUE INFLUENCIAM O ESTADO DE SAUDE E O CONTATO COM OS SERVICOS DE SAUDE (Z00-Z99),Z274,NECESSIDADE DE IMUNIZACAO CONTRA O SARAMPO-CAXUMBA-RUBEOLA
21,FATORES QUE INFLUENCIAM O ESTADO DE SAUDE E O CONTATO COM OS SERVICOS DE SAUDE (Z00-Z99),Z278,NECESSIDADE DE IMUNIZACAO CONTRA OUTRAS COMBINACOES DE DOENCAS INFECCIOSAS
21,FATORES QUE INFLUENCIAM O ESTADO DE SAUDE E O CONTATO COM OS SERVICOS DE SAUDE (Z00-Z99),Z279,NECESSIDADE DE IMUNIZACAO CONTRA COMBINACOES NE DE DOENCAS INFECCIOSAS
21,FATORES QUE INFLUENCIAM O ESTADO DE SAUDE E O CONTATO COM OS SERVICOS DE SAUDE (Z00-Z99),Z28,IMUNIZACAO NAO REALIZADA
21,FATORES QUE INFLUENCIAM O ESTADO DE SAUDE E O CONTATO COM OS SERVICOS DE SAUDE (Z00-Z99),Z280,IMUNIZACAO NAO REALIZADA POR CONTRA-INDICACAO
21,FATORES QUE INFLUENCIAM O ESTADO DE SAUDE E O CONTATO COM OS SERVICOS DE SAUDE (Z00-Z99),Z281,IMUNIZACAO NAO REALIZADA POR DECISAO DO PACIENTE DEVIDA A CRENCA OU A GRUPO DE PRESSAO
21,FATORES QUE INFLUENCIAM O ESTADO DE SAUDE E O CONTATO COM OS SERVICOS DE SAUDE (Z00-Z99),Z282,IMUNIZACAO NAO REALIZADA POR DECISAO DO PACIENTE DEVIDA A RAZOES OUTRAS E AS NE
21,FATORES QUE INFLUENCIAM O ESTADO DE SAUDE E O CONTATO COM OS SERVICOS DE SAUDE (Z00-Z99),Z288,IMUNIZACAO NAO REALIZADA POR OUTRAS RAZOES
21,FATORES QUE INFLUENCIAM O ESTADO DE SAUDE E O CONTATO COM OS SERVICOS DE SAUDE (Z00-Z99),Z289,IMUNIZACAO NAO REALIZADA POR RAZOES NE
21,FATORES QUE INFLUENCIAM O ESTADO DE SAUDE E O CONTATO COM OS SERVICOS DE SAUDE (Z00-Z99),Z29,NECES. DE OUTRAS MEDIDAS PROFILATICAS
21,FATORES QUE INFLUENCIAM O ESTADO DE SAUDE E O CONTATO COM OS SERVICOS DE SAUDE (Z00-Z99),Z290,ISOLAMENTO
21,FATORES QUE INFLUENCIAM O ESTADO DE SAUDE E O CONTATO COM OS SERVICOS DE SAUDE (Z00-Z99),Z291,IMUNOTERAPIA PROFILATICA
21,FATORES QUE INFLUENCIAM O ESTADO DE SAUDE E O CONTATO COM OS SERVICOS DE SAUDE (Z00-Z99),Z292,OUTRAS QUIMIOTERAPIAS PROFILATICAS
21,FATORES QUE INFLUENCIAM O ESTADO DE SAUDE E O CONTATO COM OS SERVICOS DE SAUDE (Z00-Z99),Z298,OUTRAS MEDIDAS PROFILATICAS ESPECIFICADAS
21,FATORES QUE INFLUENCIAM O ESTADO DE SAUDE E O CONTATO COM OS SERVICOS DE SAUDE (Z00-Z99),Z299,MEDIDA PROFILATICA NE
21,FATORES QUE INFLUENCIAM O ESTADO DE SAUDE E O CONTATO COM OS SERVICOS DE SAUDE (Z00-Z99),Z30,ANTICONCEPCAO
21,FATORES QUE INFLUENCIAM O ESTADO DE SAUDE E O CONTATO COM OS SERVICOS DE SAUDE (Z00-Z99),Z300,ACONSELHAMENTO GERAL SOBRE CONTRACEPCAO
21,FATORES QUE INFLUENCIAM O ESTADO DE SAUDE E O CONTATO COM OS SERVICOS DE SAUDE (Z00-Z99),Z301,INSERCAO DE DISPOSITIVO ANTICONCEPCIONAL (INTRA-UTERINO)
21,FATORES QUE INFLUENCIAM O ESTADO DE SAUDE E O CONTATO COM OS SERVICOS DE SAUDE (Z00-Z99),Z302,ESTERILIZACAO
21,FATORES QUE INFLUENCIAM O ESTADO DE SAUDE E O CONTATO COM OS SERVICOS DE SAUDE (Z00-Z99),Z303,EXTRACAO MENSTRUAL
21,FATORES QUE INFLUENCIAM O ESTADO DE SAUDE E O CONTATO COM OS SERVICOS DE SAUDE (Z00-Z99),Z304,SUPERVISAO DO USO DE MEDICAMENTOS ANTICONCEPCIONAIS
21,FATORES QUE INFLUENCIAM O ESTADO DE SAUDE E O CONTATO COM OS SERVICOS DE SAUDE (Z00-Z99),Z305,SUPERVISAO DE DISPOSITIVO ANTICONCEPCIONAL (INTRA-UTERINO)
21,FATORES QUE INFLUENCIAM O ESTADO DE SAUDE E O CONTATO COM OS SERVICOS DE SAUDE (Z00-Z99),Z308,OUTRO PROCED. ANTICONCEPCIONAL
21,FATORES QUE INFLUENCIAM O ESTADO DE SAUDE E O CONTATO COM OS SERVICOS DE SAUDE (Z00-Z99),Z309,PROCED. ANTICONCEPCIONAL NE
21,FATORES QUE INFLUENCIAM O ESTADO DE SAUDE E O CONTATO COM OS SERVICOS DE SAUDE (Z00-Z99),Z31,MEDIDAS DE PROCRIACAO
21,FATORES QUE INFLUENCIAM O ESTADO DE SAUDE E O CONTATO COM OS SERVICOS DE SAUDE (Z00-Z99),Z310,TUBOPLASTIA OU VASOPLASTIA APOS ESTERILIZACAO PREVIA
21,FATORES QUE INFLUENCIAM O ESTADO DE SAUDE E O CONTATO COM OS SERVICOS DE SAUDE (Z00-Z99),Z311,INSEMINACAO ARTIFICIAL
21,FATORES QUE INFLUENCIAM O ESTADO DE SAUDE E O CONTATO COM OS SERVICOS DE SAUDE (Z00-Z99),Z312,"FECUNDACAO ""IN VITRO"""
21,FATORES QUE INFLUENCIAM O ESTADO DE SAUDE E O CONTATO COM OS SERVICOS DE SAUDE (Z00-Z99),Z313,OUTROS METODOS ASSISTIDOS DE FERTILIZACAO
21,FATORES QUE INFLUENCIAM O ESTADO DE SAUDE E O CONTATO COM OS SERVICOS DE SAUDE (Z00-Z99),Z314,INVESTIGACAO E TESTES COM RELACAO # PROCRIACAO
21,FATORES QUE INFLUENCIAM O ESTADO DE SAUDE E O CONTATO COM OS SERVICOS DE SAUDE (Z00-Z99),Z315,ACONSELHAMENTO GENETICO
21,FATORES QUE INFLUENCIAM O ESTADO DE SAUDE E O CONTATO COM OS SERVICOS DE SAUDE (Z00-Z99),Z316,ACONSELHAMENTO GERAL SOBRE A PROCRIACAO
21,FATORES QUE INFLUENCIAM O ESTADO DE SAUDE E O CONTATO COM OS SERVICOS DE SAUDE (Z00-Z99),Z318,OUTRA MEDIDA ESPECIFICADA DE PROCRIACAO
21,FATORES QUE INFLUENCIAM O ESTADO DE SAUDE E O CONTATO COM OS SERVICOS DE SAUDE (Z00-Z99),Z319,MEDIDA PROCRIATIVA NE
21,FATORES QUE INFLUENCIAM O ESTADO DE SAUDE E O CONTATO COM OS SERVICOS DE SAUDE (Z00-Z99),Z32,EXAME OU TESTE DE GRAVIDEZ
21,FATORES QUE INFLUENCIAM O ESTADO DE SAUDE E O CONTATO COM OS SERVICOS DE SAUDE (Z00-Z99),Z320,GRAVIDEZ (AINDA) NAO CONFIRMADA
21,FATORES QUE INFLUENCIAM O ESTADO DE SAUDE E O CONTATO COM OS SERVICOS DE SAUDE (Z00-Z99),Z321,GRAVIDEZ CONFIRMADA
21,FATORES QUE INFLUENCIAM O ESTADO DE SAUDE E O CONTATO COM OS SERVICOS DE SAUDE (Z00-Z99),Z33,GRAVIDEZ COMO ACHADO CASUAL
21,FATORES QUE INFLUENCIAM O ESTADO DE SAUDE E O CONTATO COM OS SERVICOS DE SAUDE (Z00-Z99),Z34,SUPERVISAO DE GRAVIDEZ NORMAL
21,FATORES QUE INFLUENCIAM O ESTADO DE SAUDE E O CONTATO COM OS SERVICOS DE SAUDE (Z00-Z99),Z340,SUPERVISAO DE PRIMEIRA GRAVIDEZ NORMAL
21,FATORES QUE INFLUENCIAM O ESTADO DE SAUDE E O CONTATO COM OS SERVICOS DE SAUDE (Z00-Z99),Z348,SUPERVISAO DE OUTRA GRAVIDEZ NORMAL
21,FATORES QUE INFLUENCIAM O ESTADO DE SAUDE E O CONTATO COM OS SERVICOS DE SAUDE (Z00-Z99),Z349,"SUPERVISAO DE GRAVIDEZ NORMAL, NE"
21,FATORES QUE INFLUENCIAM O ESTADO DE SAUDE E O CONTATO COM OS SERVICOS DE SAUDE (Z00-Z99),Z35,SUPERVISAO DE GRAVIDEZ DE ALTO RISCO
21,FATORES QUE INFLUENCIAM O ESTADO DE SAUDE E O CONTATO COM OS SERVICOS DE SAUDE (Z00-Z99),Z350,SUPERVISAO DE GRAVIDEZ COM HISTORIA DE ESTERILIDADE
21,FATORES QUE INFLUENCIAM O ESTADO DE SAUDE E O CONTATO COM OS SERVICOS DE SAUDE (Z00-Z99),Z351,SUPERVISAO DE GRAVIDEZ COM HISTORIA DE ABORTO
21,FATORES QUE INFLUENCIAM O ESTADO DE SAUDE E O CONTATO COM OS SERVICOS DE SAUDE (Z00-Z99),Z352,SUPERVISAO DE GRAVIDEZ COM OUTROS ANTECEDENTES DE PROCRIACAO PROBLEMATICA
21,FATORES QUE INFLUENCIAM O ESTADO DE SAUDE E O CONTATO COM OS SERVICOS DE SAUDE (Z00-Z99),Z353,SUPERVISAO DE GRAVIDEZ COM HISTORIA DE ASSISTENCIA PRE-NATAL INSUFICIENTE
21,FATORES QUE INFLUENCIAM O ESTADO DE SAUDE E O CONTATO COM OS SERVICOS DE SAUDE (Z00-Z99),Z354,SUPERVISAO DE GRAVIDEZ COM GRANDE MULTIPARIDADE
21,FATORES QUE INFLUENCIAM O ESTADO DE SAUDE E O CONTATO COM OS SERVICOS DE SAUDE (Z00-Z99),Z355,SUPERVISAO DE PRIMIGESTA IDOSA
21,FATORES QUE INFLUENCIAM O ESTADO DE SAUDE E O CONTATO COM OS SERVICOS DE SAUDE (Z00-Z99),Z356,SUPERVISAO DE PRIMIGESTA MUITO JOVEM
21,FATORES QUE INFLUENCIAM O ESTADO DE SAUDE E O CONTATO COM OS SERVICOS DE SAUDE (Z00-Z99),Z357,SUPERVISAO DE GRAVIDEZ DE ALTO RISCO DEVIDO A PROBLEMAS SOCIAIS
21,FATORES QUE INFLUENCIAM O ESTADO DE SAUDE E O CONTATO COM OS SERVICOS DE SAUDE (Z00-Z99),Z358,SUPERVISAO DE OUTRAS GRAVIDEZES DE ALTO RISCO
21,FATORES QUE INFLUENCIAM O ESTADO DE SAUDE E O CONTATO COM OS SERVICOS DE SAUDE (Z00-Z99),Z359,SUPERVISAO NE DE GRAVIDEZ DE ALTO RISCO
21,FATORES QUE INFLUENCIAM O ESTADO DE SAUDE E O CONTATO COM OS SERVICOS DE SAUDE (Z00-Z99),Z36,"RASTREAMENTO (""SCREENING"") PRE-NATAL"
21,FATORES QUE INFLUENCIAM O ESTADO DE SAUDE E O CONTATO COM OS SERVICOS DE SAUDE (Z00-Z99),Z360,RASTREAMENTO DE ANOMALIAS CROMOSSOMICAS
21,FATORES QUE INFLUENCIAM O ESTADO DE SAUDE E O CONTATO COM OS SERVICOS DE SAUDE (Z00-Z99),Z361,RASTREAMENTO PRE-NATAL DE TAXA ELEVADA DE ALFA-FETOPROTEINAS
21,FATORES QUE INFLUENCIAM O ESTADO DE SAUDE E O CONTATO COM OS SERVICOS DE SAUDE (Z00-Z99),Z362,OUTROS RASTREAMENTOS PRE-NATAIS POR AMNIOCENTESE
21,FATORES QUE INFLUENCIAM O ESTADO DE SAUDE E O CONTATO COM OS SERVICOS DE SAUDE (Z00-Z99),Z363,RASTREAMENTO PRE-NATAL DE MALFORMACOES POR ULTRASSOM E OUTROS MEIOS FISICOS
21,FATORES QUE INFLUENCIAM O ESTADO DE SAUDE E O CONTATO COM OS SERVICOS DE SAUDE (Z00-Z99),Z364,RASTREAMENTO PRE-NATAL DO RETARDO DE CRESCIMENTO DO FETO POR ULTRASSOM E OUTROS
21,FATORES QUE INFLUENCIAM O ESTADO DE SAUDE E O CONTATO COM OS SERVICOS DE SAUDE (Z00-Z99),Z365,RASTREAMENTO PRE-NATAL DE ISOIMUNIZACAO
21,FATORES QUE INFLUENCIAM O ESTADO DE SAUDE E O CONTATO COM OS SERVICOS DE SAUDE (Z00-Z99),Z368,OUTROS RASTREAMENTOS PRE-NATAIS
21,FATORES QUE INFLUENCIAM O ESTADO DE SAUDE E O CONTATO COM OS SERVICOS DE SAUDE (Z00-Z99),Z369,RASTREAMENTO PRE-NATAL NE
21,FATORES QUE INFLUENCIAM O ESTADO DE SAUDE E O CONTATO COM OS SERVICOS DE SAUDE (Z00-Z99),Z37,RESULTADO DO PARTO
21,FATORES QUE INFLUENCIAM O ESTADO DE SAUDE E O CONTATO COM OS SERVICOS DE SAUDE (Z00-Z99),Z370,"NASCIMENTO UNICO, NATIVIVO [NADO-VIVO]"
21,FATORES QUE INFLUENCIAM O ESTADO DE SAUDE E O CONTATO COM OS SERVICOS DE SAUDE (Z00-Z99),Z371,"NASCIMENTO UNICO, NATIMORTO [FETO-MORTO]"
21,FATORES QUE INFLUENCIAM O ESTADO DE SAUDE E O CONTATO COM OS SERVICOS DE SAUDE (Z00-Z99),Z372,"NASCIMENTO GEMELAR, GEMEOS (AMBOS) NATIVOS [NADO-VIVOS]"
21,FATORES QUE INFLUENCIAM O ESTADO DE SAUDE E O CONTATO COM OS SERVICOS DE SAUDE (Z00-Z99),Z373,"NASCIMENTO GEMELAR, UM DOS GEMEOS, NATIVIVO [NADO-VIVO], O OUTRO, NATIMORTO [FET"
21,FATORES QUE INFLUENCIAM O ESTADO DE SAUDE E O CONTATO COM OS SERVICOS DE SAUDE (Z00-Z99),Z374,"NASCIMENTO GEMELAR, GEMEOS NATIMORTOS [FETO-MORTOS]"
21,FATORES QUE INFLUENCIAM O ESTADO DE SAUDE E O CONTATO COM OS SERVICOS DE SAUDE (Z00-Z99),Z375,"OUTROS NASCIMENTOS MULTIPLOS, TODOS NATIVIVOS [NADO-VIVOS]"
21,FATORES QUE INFLUENCIAM O ESTADO DE SAUDE E O CONTATO COM OS SERVICOS DE SAUDE (Z00-Z99),Z376,"OUTROS NASCIMENTOS MULTIPLOS, ALGUNS NATIVIVOS [NADO-VIVOS]"
21,FATORES QUE INFLUENCIAM O ESTADO DE SAUDE E O CONTATO COM OS SERVICOS DE SAUDE (Z00-Z99),Z377,"OUTROS NASCIMENTOS MULTIPLOS, TODOS NATIMORTOS [FETO-MORTOS]"
21,FATORES QUE INFLUENCIAM O ESTADO DE SAUDE E O CONTATO COM OS SERVICOS DE SAUDE (Z00-Z99),Z379,NASCIMENTO NE
21,FATORES QUE INFLUENCIAM O ESTADO DE SAUDE E O CONTATO COM OS SERVICOS DE SAUDE (Z00-Z99),Z38,NASCIDOS VIVOS [NADO-VIVOS] SEGUNDO O LOCAL DE NASCIMENTO
21,FATORES QUE INFLUENCIAM O ESTADO DE SAUDE E O CONTATO COM OS SERVICOS DE SAUDE (Z00-Z99),Z380,"CRIANCA UNICA, NASCIDA EM HOSPITAL"
21,FATORES QUE INFLUENCIAM O ESTADO DE SAUDE E O CONTATO COM OS SERVICOS DE SAUDE (Z00-Z99),Z381,"CRIANCA UNICA, NASCIDA FORA DO HOSPITAL"
21,FATORES QUE INFLUENCIAM O ESTADO DE SAUDE E O CONTATO COM OS SERVICOS DE SAUDE (Z00-Z99),Z382,"CRIANCA UNICA, NE QUANTO AO LOCAL DE NASCIMENTO"
21,FATORES QUE INFLUENCIAM O ESTADO DE SAUDE E O CONTATO COM OS SERVICOS DE SAUDE (Z00-Z99),Z383,"GEMEOS (DUPLOS), NASCIDOS EM HOSPITAL"
21,FATORES QUE INFLUENCIAM O ESTADO DE SAUDE E O CONTATO COM OS SERVICOS DE SAUDE (Z00-Z99),Z384,"GEMEOS (DUPLOS), NASCIDOS FORA DE HOSPITAL"
21,FATORES QUE INFLUENCIAM O ESTADO DE SAUDE E O CONTATO COM OS SERVICOS DE SAUDE (Z00-Z99),Z385,"GEMEOS, NE QUANTO AO LOCAL DE NASCIMENTO"
21,FATORES QUE INFLUENCIAM O ESTADO DE SAUDE E O CONTATO COM OS SERVICOS DE SAUDE (Z00-Z99),Z386,"OUTROS NASCIMENTOS MULTIPLOS, EM HOSPITAL"
21,FATORES QUE INFLUENCIAM O ESTADO DE SAUDE E O CONTATO COM OS SERVICOS DE SAUDE (Z00-Z99),Z387,"OUTROS NASCIMENTOS MULTIPLOS, FORA DE HOSPITAL"
21,FATORES QUE INFLUENCIAM O ESTADO DE SAUDE E O CONTATO COM OS SERVICOS DE SAUDE (Z00-Z99),Z388,"OUTROS NASCIMENTOS MULTIPLOS, NE QUANTO AO LOCAL DE NASCIMENTO"
21,FATORES QUE INFLUENCIAM O ESTADO DE SAUDE E O CONTATO COM OS SERVICOS DE SAUDE (Z00-Z99),Z39,ASSISTENCIA E EXAME POS-NATAL
21,FATORES QUE INFLUENCIAM O ESTADO DE SAUDE E O CONTATO COM OS SERVICOS DE SAUDE (Z00-Z99),Z390,ASSISTENCIA E EXAME IMEDIATAMENTE APOS O PARTO
21,FATORES QUE INFLUENCIAM O ESTADO DE SAUDE E O CONTATO COM OS SERVICOS DE SAUDE (Z00-Z99),Z391,ASSISTENCIA E EXAME DA MAE NUTRIZ
21,FATORES QUE INFLUENCIAM O ESTADO DE SAUDE E O CONTATO COM OS SERVICOS DE SAUDE (Z00-Z99),Z392,SEGUIMENTO POS-PARTO DE ROTINA
21,FATORES QUE INFLUENCIAM O ESTADO DE SAUDE E O CONTATO COM OS SERVICOS DE SAUDE (Z00-Z99),Z40,CIRURGIA PROFILATICA
21,FATORES QUE INFLUENCIAM O ESTADO DE SAUDE E O CONTATO COM OS SERVICOS DE SAUDE (Z00-Z99),Z400,CIRURGIA PROFILATICA PARA FATORES DE RISCO RELACIONADOS COM NEOPLASIAS MALIGNAS
21,FATORES QUE INFLUENCIAM O ESTADO DE SAUDE E O CONTATO COM OS SERVICOS DE SAUDE (Z00-Z99),Z408,OUTRA CIRURGIA PROFILATICA
21,FATORES QUE INFLUENCIAM O ESTADO DE SAUDE E O CONTATO COM OS SERVICOS DE SAUDE (Z00-Z99),Z409,CIRURGIA PROFILATICA NE
21,FATORES QUE INFLUENCIAM O ESTADO DE SAUDE E O CONTATO COM OS SERVICOS DE SAUDE (Z00-Z99),Z41,PROCEDS PARA OUTROS PROPOSITOS EXCETO CUIDADOS DE SAUDE
21,FATORES QUE INFLUENCIAM O ESTADO DE SAUDE E O CONTATO COM OS SERVICOS DE SAUDE (Z00-Z99),Z410,TRANSPLANTE DE CABELO
21,FATORES QUE INFLUENCIAM O ESTADO DE SAUDE E O CONTATO COM OS SERVICOS DE SAUDE (Z00-Z99),Z411,OUTRAS INTERVENCOES DE CIRURGIA PLASTICA POR RAZOES ESTETICAS
21,FATORES QUE INFLUENCIAM O ESTADO DE SAUDE E O CONTATO COM OS SERVICOS DE SAUDE (Z00-Z99),Z412,CIRCUNCISAO RITUAL E DE ROTINA
21,FATORES QUE INFLUENCIAM O ESTADO DE SAUDE E O CONTATO COM OS SERVICOS DE SAUDE (Z00-Z99),Z413,PERFURACAO DO LOBO DA ORELHA
21,FATORES QUE INFLUENCIAM O ESTADO DE SAUDE E O CONTATO COM OS SERVICOS DE SAUDE (Z00-Z99),Z418,OUTROS PROCED.S PARA OUTROS PROPOSITOS EXCETO CUIDADOS DE SAUDE
