cid_id,cid_10,descritor_cid
11766,X03,EXPOSICAO A FOGO CONTROLADO FORA DE UM EDIFICIO OU DE OUTRO TIPO DE CONSTRUCAO
11767,X030,EXPOSICAO A FOGO CONTROLADO FORA DE UM EDIFICIO OU DE OUTRO TIPO DE CONSTRUCAO -
11768,X031,EXPOSICAO A FOGO CONTROLADO FORA DE UM EDIFICIO OU DE OUTRO TIPO DE CONSTRUCAO -
11769,X032,EXPOSICAO A FOGO CONTROLADO FORA DE UM EDIFICIO OU DE OUTRO TIPO DE CONSTRUCAO -
11770,X033,EXPOSICAO A FOGO CONTROLADO FORA DE UM EDIFICIO OU DE OUTRO TIPO DE CONSTRUCAO -
11771,X034,EXPOSICAO A FOGO CONTROLADO FORA DE UM EDIFICIO OU DE OUTRO TIPO DE CONSTRUCAO -
11772,X035,EXPOSICAO A FOGO CONTROLADO FORA DE UM EDIFICIO OU DE OUTRO TIPO DE CONSTRUCAO -
11773,X036,EXPOSICAO A FOGO CONTROLADO FORA DE UM EDIFICIO OU DE OUTRO TIPO DE CONSTRUCAO -
11774,X037,EXPOSICAO A FOGO CONTROLADO FORA DE UM EDIFICIO OU DE OUTRO TIPO DE CONSTRUCAO -
11775,X038,EXPOSICAO A FOGO CONTROLADO FORA DE UM EDIFICIO OU DE OUTRO TIPO DE CONSTRUCAO -
11776,X039,EXPOSICAO A FOGO CONTROLADO FORA DE UM EDIFICIO OU DE OUTRO TIPO DE CONSTRUCAO -
11777,X04,EXPOSICAO A COMBUSTAO DE SUBSTANCIA MUITO INFLAMAVEL
11778,X040,EXPOSICAO A COMBUSTAO DE SUBSTANCIA MUITO INFLAMAVEL - RESIDENCIA
11779,X041,EXPOSICAO A COMBUSTAO DE SUBSTANCIA MUITO INFLAMAVEL - HABITACAO COLETIVA
11780,X042,"EXPOSICAO A COMBUSTAO DE SUBSTANCIA MUITO INFLAMAVEL - ESCOLAS, OUTRAS INSTITUIC"
11781,X043,EXPOSICAO A COMBUSTAO DE SUBSTANCIA MUITO INFLAMAVEL - AREA PARA A PRATICA DE ES
11782,X044,EXPOSICAO A COMBUSTAO DE SUBSTANCIA MUITO INFLAMAVEL - RUA E ESTRADA
11783,X045,EXPOSICAO A COMBUSTAO DE SUBSTANCIA MUITO INFLAMAVEL - AREAS DE COMERCIO E DE SE
11784,X046,EXPOSICAO A COMBUSTAO DE SUBSTANCIA MUITO INFLAMAVEL - AREAS INDUSTRIAIS E EM CO
11785,X047,EXPOSICAO A COMBUSTAO DE SUBSTANCIA MUITO INFLAMAVEL - FAZENDA
11786,X048,EXPOSICAO A COMBUSTAO DE SUBSTANCIA MUITO INFLAMAVEL - OUTROS LOCAIS ESPECIFICAD
11787,X049,EXPOSICAO A COMBUSTAO DE SUBSTANCIA MUITO INFLAMAVEL - LOCAL NE
11788,X05,EXPOSICAO A COMBUSTAO DE ROUPA DE DORMIR
11789,X050,EXPOSICAO A COMBUSTAO DE ROUPA DE DORMIR - RESIDENCIA
11790,X051,EXPOSICAO A COMBUSTAO DE ROUPA DE DORMIR - HABITACAO COLETIVA
11791,X052,"EXPOSICAO A COMBUSTAO DE ROUPA DE DORMIR - ESCOLAS, OUTRAS INSTITUICOES E AREAS"
11792,X053,EXPOSICAO A COMBUSTAO DE ROUPA DE DORMIR - AREA PARA A PRATICA DE ESPORTES E ATL
11793,X054,EXPOSICAO A COMBUSTAO DE ROUPA DE DORMIR - RUA E ESTRADA
11794,X055,EXPOSICAO A COMBUSTAO DE ROUPA DE DORMIR - AREAS DE COMERCIO E DE SERVICOS
11795,X056,EXPOSICAO A COMBUSTAO DE ROUPA DE DORMIR - AREAS INDUSTRIAIS E EM CONSTRUCAO
11796,X057,EXPOSICAO A COMBUSTAO DE ROUPA DE DORMIR - FAZENDA
11797,X058,EXPOSICAO A COMBUSTAO DE ROUPA DE DORMIR - OUTROS LOCAIS ESPECIFICADOS
11798,X059,EXPOSICAO A COMBUSTAO DE ROUPA DE DORMIR - LOCAL NE
11799,X06,EXPOSICAO A COMBUSTAO DE OUTRO TIPO DE ROUPA OU DE ACESSORIOS
11800,X060,EXPOSICAO A COMBUSTAO DE OUTRO TIPO DE ROUPA OU DE ACESSORIOS - RESIDENCIA
11801,X061,EXPOSICAO A COMBUSTAO DE OUTRO TIPO DE ROUPA OU DE ACESSORIOS - HABITACAO COLETI
11802,X062,"EXPOSICAO A COMBUSTAO DE OUTRO TIPO DE ROUPA OU DE ACESSORIOS - ESCOLAS, OUTRAS"
11803,X063,EXPOSICAO A COMBUSTAO DE OUTRO TIPO DE ROUPA OU DE ACESSORIOS - AREA PARA A PRAT
11804,X064,EXPOSICAO A COMBUSTAO DE OUTRO TIPO DE ROUPA OU DE ACESSORIOS - RUA E ESTRADA
11805,X065,EXPOSICAO A COMBUSTAO DE OUTRO TIPO DE ROUPA OU DE ACESSORIOS - AREAS DE COMERCI
11806,X066,EXPOSICAO A COMBUSTAO DE OUTRO TIPO DE ROUPA OU DE ACESSORIOS - AREAS INDUSTRIAI
11807,X067,EXPOSICAO A COMBUSTAO DE OUTRO TIPO DE ROUPA OU DE ACESSORIOS - FAZENDA
11808,X068,EXPOSICAO A COMBUSTAO DE OUTRO TIPO DE ROUPA OU DE ACESSORIOS - OUTROS LOCAIS ES
11809,X069,EXPOSICAO A COMBUSTAO DE OUTRO TIPO DE ROUPA OU DE ACESSORIOS - LOCAL NE
11810,X08,"EXPOSICAO A OUTRO TIPO ESPECIFICADO DE FUMOS, FOGO OU CHAMAS"
11811,X080,"EXPOSICAO A OUTRO TIPO ESPECIFICADO DE FUMOS, FOGO OU CHAMAS - RESIDENCIA"
11812,X081,"EXPOSICAO A OUTRO TIPO ESPECIFICADO DE FUMOS, FOGO OU CHAMAS - HABITACAO COLETIV"
11813,X082,"EXPOSICAO A OUTRO TIPO ESPECIFICADO DE FUMOS, FOGO OU CHAMAS - ESCOLAS, OUTRAS I"
11814,X083,"EXPOSICAO A OUTRO TIPO ESPECIFICADO DE FUMOS, FOGO OU CHAMAS - AREA PARA A PRATI"
11815,X084,"EXPOSICAO A OUTRO TIPO ESPECIFICADO DE FUMOS, FOGO OU CHAMAS - RUA E ESTRADA"
11816,X085,"EXPOSICAO A OUTRO TIPO ESPECIFICADO DE FUMOS, FOGO OU CHAMAS - AREAS DE COMERCIO"
11817,X086,"EXPOSICAO A OUTRO TIPO ESPECIFICADO DE FUMOS, FOGO OU CHAMAS - AREAS INDUSTRIAIS"
11818,X087,"EXPOSICAO A OUTRO TIPO ESPECIFICADO DE FUMOS, FOGO OU CHAMAS - FAZENDA"
11819,X088,"EXPOSICAO A OUTRO TIPO ESPECIFICADO DE FUMOS, FOGO OU CHAMAS - OUTROS LOCAIS ESP"
11820,X089,"EXPOSICAO A OUTRO TIPO ESPECIFICADO DE FUMOS, FOGO OU CHAMAS - LOCAL NE"
11821,X09,"EXPOSICAO A TIPO NE DE FUMOS, FOGO OU CHAMAS"
11822,X090,"EXPOSICAO A TIPO NE DE FUMOS, FOGO OU CHAMAS - RESIDENCIA"
11823,X091,"EXPOSICAO A TIPO NE DE FUMOS, FOGO OU CHAMAS - HABITACAO COLETIVA"
11824,X092,"EXPOSICAO A TIPO NE DE FUMOS, FOGO OU CHAMAS - ESCOLAS, OUTRAS INSTITUICOE"
11825,X093,"EXPOSICAO A TIPO NE DE FUMOS, FOGO OU CHAMAS - AREA PARA A PRATICA DE ESPO"
11826,X094,"EXPOSICAO A TIPO NE DE FUMOS, FOGO OU CHAMAS - RUA E ESTRADA"
11827,X095,"EXPOSICAO A TIPO NE DE FUMOS, FOGO OU CHAMAS - AREAS DE COMERCIO E DE SERV"
11828,X096,"EXPOSICAO A TIPO NE DE FUMOS, FOGO OU CHAMAS - AREAS INDUSTRIAIS E EM CONS"
11829,X097,"EXPOSICAO A TIPO NE DE FUMOS, FOGO OU CHAMAS - FAZENDA"
11830,X098,"EXPOSICAO A TIPO NE DE FUMOS, FOGO OU CHAMAS - OUTROS LOCAIS ESPECIFICADOS"
11831,X099,"EXPOSICAO A TIPO NE DE FUMOS, FOGO OU CHAMAS - LOCAL NE"
11832,X10,"CONTATO COM BEBIDAS, ALIMENTOS, GORDURA E OLEO DE COZINHA QUENTES"
11833,X100,"CONTATO COM BEBIDAS, ALIMENTOS, GORDURA E OLEO DE COZINHA QUENTES - RESIDENCIA"
11834,X101,"CONTATO COM BEBIDAS, ALIMENTOS, GORDURA E OLEO DE COZINHA QUENTES - HABITACAO CO"
11835,X102,"CONTATO COM BEBIDAS, ALIMENTOS, GORDURA E OLEO DE COZINHA QUENTES - ESCOLAS, OUT"
11836,X103,"CONTATO COM BEBIDAS, ALIMENTOS, GORDURA E OLEO DE COZINHA QUENTES - AREA PARA A"
11837,X104,"CONTATO COM BEBIDAS, ALIMENTOS, GORDURA E OLEO DE COZINHA QUENTES - RUA E ESTRAD"
11838,X105,"CONTATO COM BEBIDAS, ALIMENTOS, GORDURA E OLEO DE COZINHA QUENTES - AREAS DE COM"
11839,X106,"CONTATO COM BEBIDAS, ALIMENTOS, GORDURA E OLEO DE COZINHA QUENTES - AREAS INDUST"
11840,X107,"CONTATO COM BEBIDAS, ALIMENTOS, GORDURA E OLEO DE COZINHA QUENTES - FAZENDA"
11841,X108,"CONTATO COM BEBIDAS, ALIMENTOS, GORDURA E OLEO DE COZINHA QUENTES - OUTROS LOCAI"
11842,X109,"CONTATO COM BEBIDAS, ALIMENTOS, GORDURA E OLEO DE COZINHA QUENTES - LOCAL NE"
11843,X11,CONTATO COM AGUA CORRENTE QUENTE DE TORNEIRA
11844,X110,CONTATO COM AGUA CORRENTE QUENTE DE TORNEIRA - RESIDENCIA
11845,X111,CONTATO COM AGUA CORRENTE QUENTE DE TORNEIRA - HABITACAO COLETIVA
11846,X112,"CONTATO COM AGUA CORRENTE QUENTE DE TORNEIRA - ESCOLAS, OUTRAS INSTITUICOES E AR"
11847,X113,CONTATO COM AGUA CORRENTE QUENTE DE TORNEIRA - AREA PARA A PRATICA DE ESPORTES E
11848,X114,CONTATO COM AGUA CORRENTE QUENTE DE TORNEIRA - RUA E ESTRADA
11849,X115,CONTATO COM AGUA CORRENTE QUENTE DE TORNEIRA - AREAS DE COMERCIO E DE SERVICOS
11850,X116,CONTATO COM AGUA CORRENTE QUENTE DE TORNEIRA - AREAS INDUSTRIAIS E EM CONSTRUCAO
11851,X117,CONTATO COM AGUA CORRENTE QUENTE DE TORNEIRA - FAZENDA
11852,X118,CONTATO COM AGUA CORRENTE QUENTE DE TORNEIRA - OUTROS LOCAIS ESPECIFICADOS
11853,X119,CONTATO COM AGUA CORRENTE QUENTE DE TORNEIRA - LOCAL NE
11854,X12,CONTATO COM OUTROS LIQUIDOS QUENTES
11855,X120,CONTATO COM OUTROS LIQUIDOS QUENTES - RESIDENCIA
11856,X121,CONTATO COM OUTROS LIQUIDOS QUENTES - HABITACAO COLETIVA
11857,X122,"CONTATO COM OUTROS LIQUIDOS QUENTES - ESCOLAS, OUTRAS INSTITUICOES E AREAS DE AD"
11858,X123,CONTATO COM OUTROS LIQUIDOS QUENTES - AREA PARA A PRATICA DE ESPORTES E ATLETISM
11859,X124,CONTATO COM OUTROS LIQUIDOS QUENTES - RUA E ESTRADA
11860,X125,CONTATO COM OUTROS LIQUIDOS QUENTES - AREAS DE COMERCIO E DE SERVICOS
11861,X126,CONTATO COM OUTROS LIQUIDOS QUENTES - AREAS INDUSTRIAIS E EM CONSTRUCAO
11862,X127,CONTATO COM OUTROS LIQUIDOS QUENTES - FAZENDA
11863,X128,CONTATO COM OUTROS LIQUIDOS QUENTES - OUTROS LOCAIS ESPECIFICADOS
11864,X129,CONTATO COM OUTROS LIQUIDOS QUENTES - LOCAL NE
11865,X13,CONTATO COM VAPOR D'AGUA E COM VAPORES QUENTES
11866,X130,CONTATO COM VAPOR D'AGUA E COM VAPORES QUENTES - RESIDENCIA
11867,X131,CONTATO COM VAPOR D'AGUA E COM VAPORES QUENTES - HABITACAO COLETIVA
11868,X132,"CONTATO COM VAPOR D'AGUA E COM VAPORES QUENTES - ESCOLAS, OUTRAS INSTITUICOES E"
11869,X133,CONTATO COM VAPOR D'AGUA E COM VAPORES QUENTES - AREA PARA A PRATICA DE ESPORTES
11870,X134,CONTATO COM VAPOR D'AGUA E COM VAPORES QUENTES - RUA E ESTRADA
11871,X135,CONTATO COM VAPOR D'AGUA E COM VAPORES QUENTES - AREAS DE COMERCIO E DE SERVICOS
11872,X136,CONTATO COM VAPOR D'AGUA E COM VAPORES QUENTES - AREAS INDUSTRIAIS E EM CONSTRUC
11873,X137,CONTATO COM VAPOR D'AGUA E COM VAPORES QUENTES - FAZENDA
11874,X138,CONTATO COM VAPOR D'AGUA E COM VAPORES QUENTES - OUTROS LOCAIS ESPECIFICADOS
11875,X139,CONTATO COM VAPOR D'AGUA E COM VAPORES QUENTES - LOCAL NE
11876,X14,CONTATO COM AR E GASES QUENTES
11877,X140,CONTATO COM AR E GASES QUENTES - RESIDENCIA
11878,X141,CONTATO COM AR E GASES QUENTES - HABITACAO COLETIVA
11879,X142,"CONTATO COM AR E GASES QUENTES - ESCOLAS, OUTRAS INSTITUICOES E AREAS DE ADMINIS"
11880,X143,CONTATO COM AR E GASES QUENTES - AREA PARA A PRATICA DE ESPORTES E ATLETISMO
11881,X144,CONTATO COM AR E GASES QUENTES - RUA E ESTRADA
11882,X145,CONTATO COM AR E GASES QUENTES - AREAS DE COMERCIO E DE SERVICOS
11883,X146,CONTATO COM AR E GASES QUENTES - AREAS INDUSTRIAIS E EM CONSTRUCAO
11884,X147,CONTATO COM AR E GASES QUENTES - FAZENDA
11885,X148,CONTATO COM AR E GASES QUENTES - OUTROS LOCAIS ESPECIFICADOS
11886,X149,CONTATO COM AR E GASES QUENTES - LOCAL NE
11887,X15,CONTATO COM APARELHOS DOMESTICOS QUENTES
11888,X150,CONTATO COM APARELHOS DOMESTICOS QUENTES - RESIDENCIA
11889,X151,CONTATO COM APARELHOS DOMESTICOS QUENTES - HABITACAO COLETIVA
11890,X152,"CONTATO COM APARELHOS DOMESTICOS QUENTES - ESCOLAS, OUTRAS INSTITUICOES E AREAS"
11891,X153,CONTATO COM APARELHOS DOMESTICOS QUENTES - AREA PARA A PRATICA DE ESPORTES E ATL
11892,X154,CONTATO COM APARELHOS DOMESTICOS QUENTES - RUA E ESTRADA
11893,X155,CONTATO COM APARELHOS DOMESTICOS QUENTES - AREAS DE COMERCIO E DE SERVICOS
11894,X156,CONTATO COM APARELHOS DOMESTICOS QUENTES - AREAS INDUSTRIAIS E EM CONSTRUCAO
11895,X157,CONTATO COM APARELHOS DOMESTICOS QUENTES - FAZENDA
11896,X158,CONTATO COM APARELHOS DOMESTICOS QUENTES - OUTROS LOCAIS ESPECIFICADOS
11897,X159,CONTATO COM APARELHOS DOMESTICOS QUENTES - LOCAL NE
11898,X16,"CONTATO COM AQUECEDORES, RADIADORES E TUBULACAO"
11899,X160,"CONTATO COM AQUECEDORES, RADIADORES E TUBULACAO - RESIDENCIA"
11900,X161,"CONTATO COM AQUECEDORES, RADIADORES E TUBULACAO - HABITACAO COLETIVA"
11901,X162,"CONTATO COM AQUECEDORES, RADIADORES E TUBULACAO - ESCOLAS, OUTRAS INSTITUICOES E"
11902,X163,"CONTATO COM AQUECEDORES, RADIADORES E TUBULACAO - AREA PARA A PRATICA DE ESPORTE"
11903,X164,"CONTATO COM AQUECEDORES, RADIADORES E TUBULACAO - RUA E ESTRADA"
11904,X165,"CONTATO COM AQUECEDORES, RADIADORES E TUBULACAO - AREAS DE COMERCIO E DE SERVICO"
11905,X166,"CONTATO COM AQUECEDORES, RADIADORES E TUBULACAO - AREAS INDUSTRIAIS E EM CONSTRU"
11906,X167,"CONTATO COM AQUECEDORES, RADIADORES E TUBULACAO - FAZENDA"
11907,X168,"CONTATO COM AQUECEDORES, RADIADORES E TUBULACAO - OUTROS LOCAIS ESPECIFICADOS"
11908,X169,"CONTATO COM AQUECEDORES, RADIADORES E TUBULACAO - LOCAL NE"
11909,X17,"CONTATO COM MOTORES, MAQUINAS E FERRAMENTOS QUENTES"
11910,X170,"CONTATO COM MOTORES, MAQUINAS E FERRAMENTOS QUENTES - RESIDENCIA"
11911,X171,"CONTATO COM MOTORES, MAQUINAS E FERRAMENTOS QUENTES - HABITACAO COLETIVA"
11912,X172,"CONTATO COM MOTORES, MAQUINAS E FERRAMENTOS QUENTES - ESCOLAS, OUTRAS INSTITUICO"
11913,X173,"CONTATO COM MOTORES, MAQUINAS E FERRAMENTOS QUENTES - AREA PARA A PRATICA DE ESP"
11914,X174,"CONTATO COM MOTORES, MAQUINAS E FERRAMENTOS QUENTES - RUA E ESTRADA"
11915,X175,"CONTATO COM MOTORES, MAQUINAS E FERRAMENTOS QUENTES - AREAS DE COMERCIO E DE SER"
11916,X176,"CONTATO COM MOTORES, MAQUINAS E FERRAMENTOS QUENTES - AREAS INDUSTRIAIS E EM CON"
11917,X177,"CONTATO COM MOTORES, MAQUINAS E FERRAMENTOS QUENTES - FAZENDA"
11918,X178,"CONTATO COM MOTORES, MAQUINAS E FERRAMENTOS QUENTES - OUTROS LOCAIS ESPECIFICADO"
11919,X179,"CONTATO COM MOTORES, MAQUINAS E FERRAMENTOS QUENTES - LOCAL NE"
11920,X18,CONTATO COM OUTROS METAIS QUENTES
11921,X180,CONTATO COM OUTROS METAIS QUENTES - RESIDENCIA
11922,X181,CONTATO COM OUTROS METAIS QUENTES - HABITACAO COLETIVA
11923,X182,"CONTATO COM OUTROS METAIS QUENTES - ESCOLAS, OUTRAS INSTITUICOES E AREAS DE ADMI"
11924,X183,CONTATO COM OUTROS METAIS QUENTES - AREA PARA A PRATICA DE ESPORTES E ATLETISMO
11925,X184,CONTATO COM OUTROS METAIS QUENTES - RUA E ESTRADA
11926,X185,CONTATO COM OUTROS METAIS QUENTES - AREAS DE COMERCIO E DE SERVICOS
11927,X186,CONTATO COM OUTROS METAIS QUENTES - AREAS INDUSTRIAIS E EM CONSTRUCAO
11928,X187,CONTATO COM OUTROS METAIS QUENTES - FAZENDA
11929,X188,CONTATO COM OUTROS METAIS QUENTES - OUTROS LOCAIS ESPECIFICADOS
11930,X189,CONTATO COM OUTROS METAIS QUENTES - LOCAL NERESIDENCIA
11931,X19,CONTATO COM OUTRAS FONTES DE CALOR OU COM SUBSTANCIAS QUENTES NE
11932,X190,CONTATO COM OUTRAS FONTES DE CALOR OU COM SUBSTANCIAS QUENTES NE -RESIDENCIA
11933,X191,CONTATO COM OUTRAS FONTES DE CALOR OU COM SUBSTANCIAS QUENTES NE - HABITAC
11934,X192,CONTATO COM OUTRAS FONTES DE CALOR OU COM SUBSTANCIAS QUENTES NE - ESCOLAS
11935,X193,CONTATO COM OUTRAS FONTES DE CALOR OU COM SUBSTANCIAS QUENTES NE - AREA PA
11936,X194,CONTATO COM OUTRAS FONTES DE CALOR OU COM SUBSTANCIAS QUENTES NE - RUA E E
11937,X195,CONTATO COM OUTRAS FONTES DE CALOR OU COM SUBSTANCIAS QUENTES NE - AREAS D
11938,X196,CONTATO COM OUTRAS FONTES DE CALOR OU COM SUBSTANCIAS QUENTES NE - AREAS I
11939,X197,CONTATO COM OUTRAS FONTES DE CALOR OU COM SUBSTANCIAS QUENTES NE - FAZENDA
11940,X198,CONTATO COM OUTRAS FONTES DE CALOR OU COM SUBSTANCIAS QUENTES NE - OUTROS
11941,X199,CONTATO COM OUTRAS FONTES DE CALOR OU COM SUBSTANCIAS QUENTES NE - LOCAL N
11942,X20,CONTATO COM SERPENTES E LAGARTOS VENENOSOS
11943,X200,CONTATO COM SERPENTES E LAGARTOS VENENOSOS - RESIDENCIA
11944,X201,CONTATO COM SERPENTES E LAGARTOS VENENOSOS - HABITACAO COLETIVA
11945,X202,"CONTATO COM SERPENTES E LAGARTOS VENENOSOS - ESCOLAS, OUTRAS INSTITUICOES E AREA"
11946,X203,CONTATO COM SERPENTES E LAGARTOS VENENOSOS - AREA PARA A PRATICA DE ESPORTES E A
11947,X204,CONTATO COM SERPENTES E LAGARTOS VENENOSOS - RUA E ESTRADA
11948,X205,CONTATO COM SERPENTES E LAGARTOS VENENOSOS - AREAS DE COMERCIO E DE SERVICOS
11949,X206,CONTATO COM SERPENTES E LAGARTOS VENENOSOS - AREAS INDUSTRIAIS E EM CONSTRUCAO
11950,X207,CONTATO COM SERPENTES E LAGARTOS VENENOSOS - FAZENDA
11951,X208,CONTATO COM SERPENTES E LAGARTOS VENENOSOS - OUTROS LOCAIS ESPECIFICADOS
11952,X209,CONTATO COM SERPENTES E LAGARTOS VENENOSOS - LOCAL NE
11953,X21,CONTATO COM ARANHAS VENENOSAS
11954,X210,CONTATO COM ARANHAS VENENOSAS - RESIDENCIA
11955,X211,CONTATO COM ARANHAS VENENOSAS - HABITACAO COLETIVA
11956,X212,"CONTATO COM ARANHAS VENENOSAS - ESCOLAS, OUTRAS INSTITUICOES E AREAS DE ADMINIST"
11957,X213,CONTATO COM ARANHAS VENENOSAS - AREA PARA A PRATICA DE ESPORTES E ATLETISMO
11958,X214,CONTATO COM ARANHAS VENENOSAS - RUA E ESTRADA
11959,X215,CONTATO COM ARANHAS VENENOSAS - AREAS DE COMERCIO E DE SERVICOS
11960,X216,CONTATO COM ARANHAS VENENOSAS - AREAS INDUSTRIAIS E EM CONSTRUCAO
11961,X217,CONTATO COM ARANHAS VENENOSAS - FAZENDA
11962,X218,CONTATO COM ARANHAS VENENOSAS - OUTROS LOCAIS ESPECIFICADOS
11963,X219,CONTATO COM ARANHAS VENENOSAS - LOCAL NE
11964,X22,CONTATO COM ESCORPIOES
11965,X220,CONTATO COM ESCORPIOES - RESIDENCIA
11966,X221,CONTATO COM ESCORPIOES - HABITACAO COLETIVA
11967,X222,"CONTATO COM ESCORPIOES - ESCOLAS, OUTRAS INSTITUICOES E AREAS DE ADMINISTRACAO P"
11968,X223,CONTATO COM ESCORPIOES - AREA PARA A PRATICA DE ESPORTES E ATLETISMO
11969,X224,CONTATO COM ESCORPIOES - RUA E ESTRADA
11970,X225,CONTATO COM ESCORPIOES - AREAS DE COMERCIO E DE SERVICOS
11971,X226,CONTATO COM ESCORPIOES - AREAS INDUSTRIAIS E EM CONSTRUCAO
11972,X227,CONTATO COM ESCORPIOES - FAZENDA
11973,X228,CONTATO COM ESCORPIOES - OUTROS LOCAIS ESPECIFICADOS
11974,X229,CONTATO COM ESCORPIOES - LOCAL NE
11975,X23,"CONTATO COM ABELHAS, VESPAS E VESPOES"
11976,X230,"CONTATO COM ABELHAS, VESPAS E VESPOES - RESIDENCIA"
11977,X231,"CONTATO COM ABELHAS, VESPAS E VESPOES - HABITACAO COLETIVA"
11978,X232,"CONTATO COM ABELHAS, VESPAS E VESPOES - ESCOLAS, OUTRAS INSTITUICOES E AREAS DE"
11979,X233,"CONTATO COM ABELHAS, VESPAS E VESPOES - AREA PARA A PRATICA DE ESPORTES E ATLETI"
11980,X234,"CONTATO COM ABELHAS, VESPAS E VESPOES - RUA E ESTRADA"
11981,X235,"CONTATO COM ABELHAS, VESPAS E VESPOES - AREAS DE COMERCIO E DE SERVICOS"
11982,X236,"CONTATO COM ABELHAS, VESPAS E VESPOES - AREAS INDUSTRIAIS E EM CONSTRUCAO"
11983,X237,"CONTATO COM ABELHAS, VESPAS E VESPOES - FAZENDA"
11984,X238,"CONTATO COM ABELHAS, VESPAS E VESPOES - OUTROS LOCAIS ESPECIFICADOS"
11985,X239,"CONTATO COM ABELHAS, VESPAS E VESPOES - LOCAL NE"
11986,X24,CONTATO COM CENTOPEIAS E MIRIAPODES VENENOSAS (TROPICAIS)
11987,X240,CONTATO COM CENTOPEIAS E MIRIAPODES VENENOSAS (TROPICAIS) - RESIDENCIA
11988,X241,CONTATO COM CENTOPEIAS E MIRIAPODES VENENOSAS (TROPICAIS) - HABITACAO COLETIVA
11989,X242,"CONTATO COM CENTOPEIAS E MIRIAPODES VENENOSAS (TROPICAIS) - ESCOLAS, OUTRAS INST"
11990,X243,CONTATO COM CENTOPEIAS E MIRIAPODES VENENOSAS (TROPICAIS) - AREA PARA A PRATICA
11991,X244,CONTATO COM CENTOPEIAS E MIRIAPODES VENENOSAS (TROPICAIS) - RUA E ESTRADA
11992,X245,CONTATO COM CENTOPEIAS E MIRIAPODES VENENOSAS (TROPICAIS) - AREAS DE COMERCIO E
11993,X246,CONTATO COM CENTOPEIAS E MIRIAPODES VENENOSAS (TROPICAIS) - AREAS INDUSTRIAIS E
11994,X247,CONTATO COM CENTOPEIAS E MIRIAPODES VENENOSAS (TROPICAIS) - FAZENDA
11995,X248,CONTATO COM CENTOPEIAS E MIRIAPODES VENENOSAS (TROPICAIS) - OUTROS LOCAIS ESPECI
11996,X249,CONTATO COM CENTOPEIAS E MIRIAPODES VENENOSAS (TROPICAIS) - LOCAL NE
11997,X25,CONTATO COM OUTROS ARTROPODES VENENOSOS ESPECIFICADOS
11998,X250,CONTATO COM OUTROS ARTROPODES VENENOSOS ESPECIFICADOS - RESIDENCIA
11999,X251,CONTATO COM OUTROS ARTROPODES VENENOSOS ESPECIFICADOS - HABITACAO COLETIVA
12000,X252,"CONTATO COM OUTROS ARTROPODES VENENOSOS ESPECIFICADOS - ESCOLAS, OUTRAS INSTITUI"
12001,X253,CONTATO COM OUTROS ARTROPODES VENENOSOS ESPECIFICADOS - AREA PARA A PRATICA DE E
12002,X254,CONTATO COM OUTROS ARTROPODES VENENOSOS ESPECIFICADOS - RUA E ESTRADA
12003,X255,CONTATO COM OUTROS ARTROPODES VENENOSOS ESPECIFICADOS - AREAS DE COMERCIO E DE S
12004,X256,CONTATO COM OUTROS ARTROPODES VENENOSOS ESPECIFICADOS - AREAS INDUSTRIAIS E EM C
12005,X257,CONTATO COM OUTROS ARTROPODES VENENOSOS ESPECIFICADOS - FAZENDA
12006,X258,CONTATO COM OUTROS ARTROPODES VENENOSOS ESPECIFICADOS - OUTROS LOCAIS ESPECIFICA
12007,X259,CONTATO COM OUTROS ARTROPODES VENENOSOS ESPECIFICADOS - LOCAL NE
12008,X26,CONTATO COM ANIMAIS E PLANTAS MARINHOS VENENOSOS
12009,X260,CONTATO COM ANIMAIS E PLANTAS MARINHOS VENENOSOS - RESIDENCIA
12010,X261,CONTATO COM ANIMAIS E PLANTAS MARINHOS VENENOSOS - HABITACAO COLETIVA
12011,X262,"CONTATO COM ANIMAIS E PLANTAS MARINHOS VENENOSOS - ESCOLAS, OUTRAS INSTITUICOES"
12012,X263,CONTATO COM ANIMAIS E PLANTAS MARINHOS VENENOSOS - AREA PARA A PRATICA DE ESPORT
12013,X264,CONTATO COM ANIMAIS E PLANTAS MARINHOS VENENOSOS - RUA E ESTRADA
12014,X265,CONTATO COM ANIMAIS E PLANTAS MARINHOS VENENOSOS - AREAS DE COMERCIO E DE SERVIC
12015,X266,CONTATO COM ANIMAIS E PLANTAS MARINHOS VENENOSOS - AREAS INDUSTRIAIS E EM CONSTR
12016,X267,CONTATO COM ANIMAIS E PLANTAS MARINHOS VENENOSOS - FAZENDA
12017,X268,CONTATO COM ANIMAIS E PLANTAS MARINHOS VENENOSOS - OUTROS LOCAIS ESPECIFICADOS
12018,X269,CONTATO COM ANIMAIS E PLANTAS MARINHOS VENENOSOS - LOCAL NE
12019,X27,CONTATO COM OUTROS ANIMAIS VENENOSOS ESPECIFICADOS
12020,X270,CONTATO COM OUTROS ANIMAIS VENENOSOS ESPECIFICADOS - RESIDENCIA
12021,X271,CONTATO COM OUTROS ANIMAIS VENENOSOS ESPECIFICADOS - HABITACAO COLETIVA
12022,X272,"CONTATO COM OUTROS ANIMAIS VENENOSOS ESPECIFICADOS - ESCOLAS, OUTRAS INSTITUICOE"
